Event_Start,Event_End,Period_Start,Period_End,Country,Store_Region,Store,PS_BU,Team_Name,Team,Subteam_Name,Subteam,Brand,Nat_UPC,Item_Description,Size,UOM,Currency,Unit_Sales,Dollar_Sales,Dollar_Allowance,Percent_Allowance,Total_Dollar_Allowance,Total_Percent_Allowance,Invoice,Total_Allowance,PrimeId,Account,Transaction_Date,Lookback,LookbackApprovalDate,Bill_Type,Event_ID,Lawson_ID,LOC,Deduction_Type,Event_Enterer,Event_Approver,ScanbackId,Owner_Region,Scanback_Description
11/11/2024,12/08/2024,11/01/2024,11/30/2024,USA,FL,Coral Gables,10190,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081095,"VINEGAR BALSAMIC CUCUMBER LEMON",8,FZ,USD,1,10.43,1.23,0,1.23,0,,-1.23,,,,,,TPR,894774,,,,,,,,"PROMO 2024 GRO NOV B KOSTERINA 1.23"
11/11/2024,12/08/2024,11/01/2024,11/30/2024,USA,MA,Towson,10769,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081095,"VINEGAR BALSAMIC CUCUMBER LEMON",8,FZ,USD,1,10.43,1.23,0,1.23,0,,-1.23,,,,,,TPR,894774,,,,,,,,"PROMO 2024 GRO NOV B KOSTERINA 1.23"
11/11/2024,12/08/2024,11/01/2024,11/30/2024,USA,NE,Columbus Circle,10160,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081095,"VINEGAR BALSAMIC CUCUMBER LEMON",8,FZ,USD,1,10.69,1.23,0,1.23,0,,-1.23,,,,,,TPR,894774,,,,,,,,"PROMO 2024 GRO NOV B KOSTERINA 1.23"
11/11/2024,12/08/2024,11/01/2024,11/30/2024,USA,SW,Mandeville,10631,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081099,"VINEGAR BALSAMIC FIG",8,FZ,USD,1,10.69,1.23,0,1.23,0,,-1.23,,,,,,TPR,894774,,,,,,,,"PROMO 2024 GRO NOV B KOSTERINA 1.23"
11/11/2024,12/08/2024,11/01/2024,11/30/2024,USA,NC,San Rafael,10071,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081099,"VINEGAR BALSAMIC FIG",8,FZ,USD,1,10.69,1.23,0,1.23,0,,-1.23,,,,,,TPR,894774,,,,,,,,"PROMO 2024 GRO NOV B KOSTERINA 1.23"
11/11/2024,12/08/2024,11/01/2024,11/30/2024,USA,SW,Independence Heights,10652,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081098,"VINEGAR BALSAMIC ORIGINAL",8,FZ,USD,1,10.69,1.23,0,1.23,0,,-1.23,,,,,,TPR,894774,,,,,,,,"PROMO 2024 GRO NOV B KOSTERINA 1.23"
11/11/2024,12/08/2024,11/01/2024,11/30/2024,USA,RM,Fort Collins,10147,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081098,"VINEGAR BALSAMIC ORIGINAL",8,FZ,USD,1,10.69,1.23,0,1.23,0,,-1.23,,,,,,TPR,894774,,,,,,,,"PROMO 2024 GRO NOV B KOSTERINA 1.23"
11/11/2024,12/08/2024,11/01/2024,11/30/2024,USA,SO,Sharon Road,10443,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081098,"VINEGAR BALSAMIC ORIGINAL",8,FZ,USD,1,10.69,1.23,0,1.23,0,,-1.23,,,,,,TPR,894774,,,,,,,,"PROMO 2024 GRO NOV B KOSTERINA 1.23"
11/11/2024,12/08/2024,11/01/2024,11/30/2024,USA,FL,University Station,10642,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081097,"VINEGAR BALSAMIC WALNUT",8,FZ,USD,1,10.69,1.23,0,1.23,0,,-1.23,,,,,,TPR,894774,,,,,,,,"PROMO 2024 GRO NOV B KOSTERINA 1.23"
11/11/2024,12/08/2024,11/01/2024,11/30/2024,USA,MA,Reston,10061,Grocery,100,"Baking, Meals, Essentials",1000,KSTRNA,0081008081098,"VINEGAR BALSAMIC ORIGINAL",8,FZ,USD,1,10.74,1.23,0,1.23,0,,-1.23,,,,,,TPR,894774,,,,,,,,"PROMO 2024 GRO NOV B KOSTERINA 1.23"
