Event_Start,Event_End,Period_Start,Period_End,Country,Store_Region,Store,PS_BU,Team_Name,Team,Subteam_Name,Subteam,Brand,Nat_UPC,Item_Description,Size,UOM,Currency,Unit_Sales,Dollar_Sales,Dollar_Allowance,Percent_Allowance,Total_Dollar_Allowance,Total_Percent_Allowance,Invoice,Total_Allowance,PrimeId,Account,Transaction_Date,Lookback,LookbackApprovalDate,Bill_Type,Event_ID,Lawson_ID,LOC,Deduction_Type,Event_Enterer,Event_Approver,ScanbackId,Owner_Region,Scanback_Description
08/01/2025,08/31/2025,08/01/2025,08/31/2025,USA,SW,Shreveport,10575,Grocery,100,"Baking, Meals",1000,KSTRNA,0081008081022,"VINEGAR CRUSHED STRAWBERRY",8,FZ,USD,1,13.99,0.15,0,0.15,0,,-0.15,,,,,,SPDA,10057628,,,,,,,,"SPDA 2025 AUG Kosterina 0.15"
08/01/2025,08/31/2025,08/01/2025,08/31/2025,USA,SW,Bee Caves,10393,Grocery,100,"Baking, Meals",1000,KSTRNA,0081008081022,"VINEGAR CRUSHED STRAWBERRY",8,FZ,USD,1,13.99,0.15,0,0.15,0,,-0.15,,,,,,SPDA,10057628,,,,,,,,"SPDA 2025 AUG Kosterina 0.15"
08/01/2025,08/31/2025,08/01/2025,08/31/2025,USA,SW,Post Oak,10251,Grocery,100,"Baking, Meals",1000,KSTRNA,0081008081022,"VINEGAR CRUSHED STRAWBERRY",8,FZ,USD,1,13.99,0.15,0,0.15,0,,-0.15,,,,,,SPDA,10057628,,,,,,,,"SPDA 2025 AUG Kosterina 0.15"
08/01/2025,08/31/2025,08/01/2025,08/31/2025,USA,SW,Alamo Quarry,10075,Grocery,100,"Baking, Meals",1000,KSTRNA,0081008081022,"VINEGAR CRUSHED STRAWBERRY",8,FZ,USD,1,13.99,0.15,0,0.15,0,,-0.15,,,,,,SPDA,10057628,,,,,,,,"SPDA 2025 AUG Kosterina 0.15"
08/01/2025,08/31/2025,08/01/2025,08/31/2025,USA,SP,Brookhurst,10768,Grocery,100,"Baking, Meals",1000,KSTRNA,0081008081022,"VINEGAR CRUSHED STRAWBERRY",8,FZ,USD,2,27.98,0.15,0,0.3,0,,-0.3,,,,,,SPDA,10057628,,,,,,,,"SPDA 2025 AUG Kosterina 0.15"
08/01/2025,08/31/2025,08/01/2025,08/31/2025,USA,SP,Kahala Mall Oahu,10363,Grocery,100,"Baking, Meals",1000,KSTRNA,0081008081022,"VINEGAR CRUSHED STRAWBERRY",8,FZ,USD,1,15.99,0.15,0,0.15,0,,-0.15,,,,,,SPDA,10057628,,,,,,,,"SPDA 2025 AUG Kosterina 0.15"
08/01/2025,08/31/2025,08/01/2025,08/31/2025,USA,SP,Pacific Coast Hwy,10225,Grocery,100,"Baking, Meals",1000,KSTRNA,0081008081022,"VINEGAR CRUSHED STRAWBERRY",8,FZ,USD,1,13.99,0.15,0,0.15,0,,-0.15,,,,,,SPDA,10057628,,,,,,,,"SPDA 2025 AUG Kosterina 0.15"
08/01/2025,08/31/2025,08/01/2025,08/31/2025,USA,SP,Fairfax,10177,Grocery,100,"Baking, Meals",1000,KSTRNA,0081008081022,"VINEGAR CRUSHED STRAWBERRY",8,FZ,USD,1,13.99,0.15,0,0.15,0,,-0.15,,,,,,SPDA,10057628,,,,,,,,"SPDA 2025 AUG Kosterina 0.15"
08/01/2025,08/31/2025,08/01/2025,08/31/2025,USA,SP,Torrance,10105,Grocery,100,"Baking, Meals",1000,KSTRNA,0081008081022,"VINEGAR CRUSHED STRAWBERRY",8,FZ,USD,1,13.99,0.15,0,0.15,0,,-0.15,,,,,,SPDA,10057628,,,,,,,,"SPDA 2025 AUG Kosterina 0.15"
08/01/2025,08/31/2025,08/01/2025,08/31/2025,USA,SP,Woodland Hills,10099,Grocery,100,"Baking, Meals",1000,KSTRNA,0081008081022,"VINEGAR CRUSHED STRAWBERRY",8,FZ,USD,2,27.98,0.15,0,0.3,0,,-0.3,,,,,,SPDA,10057628,,,,,,,,"SPDA 2025 AUG Kosterina 0.15"
08/01/2025,08/31/2025,08/01/2025,08/31/2025,USA,SO,Chattanooga East,10782,Grocery,100,"Baking, Meals",1000,KSTRNA,0081008081022,"VINEGAR CRUSHED STRAWBERRY",8,FZ,USD,1,13.49,0.15,0,0.15,0,,-0.15,,,,,,SPDA,10057628,,,,,,,,"SPDA 2025 AUG Kosterina 0.15"
08/01/2025,08/31/2025,08/01/2025,08/31/2025,USA,SO,Huntsville,10591,Grocery,100,"Baking, Meals",1000,KSTRNA,0081008081022,"VINEGAR CRUSHED STRAWBERRY",8,FZ,USD,1,13.49,0.15,0,0.15,0,,-0.15,,,,,,SPDA,10057628,,,,,,,,"SPDA 2025 AUG Kosterina 0.15"
08/01/2025,08/31/2025,08/01/2025,08/31/2025,USA,SO,Lake Norman,10543,Grocery,100,"Baking, Meals",1000,KSTRNA,0081008081022,"VINEGAR CRUSHED STRAWBERRY",8,FZ,USD,1,13.49,0.15,0,0.15,0,,-0.15,,,,,,SPDA,10057628,,,,,,,,"SPDA 2025 AUG Kosterina 0.15"
08/01/2025,08/31/2025,08/01/2025,08/31/2025,USA,SO,Knoxville,10461,Grocery,100,"Baking, Meals",1000,KSTRNA,0081008081022,"VINEGAR CRUSHED STRAWBERRY",8,FZ,USD,1,13.49,0.15,0,0.15,0,,-0.15,,,,,,SPDA,10057628,,,,,,,,"SPDA 2025 AUG Kosterina 0.15"
08/01/2025,08/31/2025,08/01/2025,08/31/2025,USA,SO,Chattanooga,10409,Grocery,100,"Baking, Meals",1000,KSTRNA,0081008081022,"VINEGAR CRUSHED STRAWBERRY",8,FZ,USD,1,13.49,0.15,0,0.15,0,,-0.15,,,,,,SPDA,10057628,,,,,,,,"SPDA 2025 AUG Kosterina 0.15"
08/01/2025,08/31/2025,08/01/2025,08/31/2025,USA,SO,Woodruff,10224,Grocery,100,"Baking, Meals",1000,KSTRNA,0081008081022,"VINEGAR CRUSHED STRAWBERRY",8,FZ,USD,1,13.49,0.15,0,0.15,0,,-0.15,,,,,,SPDA,10057628,,,,,,,,"SPDA 2025 AUG Kosterina 0.15"
08/01/2025,08/31/2025,08/01/2025,08/31/2025,USA,SO,Charleston,10201,Grocery,100,"Baking, Meals",1000,KSTRNA,0081008081022,"VINEGAR CRUSHED STRAWBERRY",8,FZ,USD,2,26.98,0.15,0,0.3,0,,-0.3,,,,,,SPDA,10057628,,,,,,,,"SPDA 2025 AUG Kosterina 0.15"
